date,trade_code,high,low,open,close,volume
2020-07-27,AZIZPIPES,99,97.5,97.7,97.5,"57,852"
2020-07-26,AZIZPIPES,100,97.5,97.6,97.7,"58,670"
2020-07-23,AZIZPIPES,98.5,97.5,98.5,97.6,"75,397"
2020-07-22,AZIZPIPES,101.7,97.6,100.3,98,"106,886"
2020-07-21,AZIZPIPES,107.2,97.5,107.2,98.3,"289,348"
2020-07-20,AZIZPIPES,97.5,97.5,97.5,97.5,"4,625"
2020-07-19,AZIZPIPES,97.5,97.5,97.5,97.5,"38,945"
2020-07-16,AZIZPIPES,97.5,97.5,97.5,97.5,75
2020-07-15,AZIZPIPES,97.5,97.5,97.5,97.5,"7,126"
2020-07-14,AZIZPIPES,99.4,97.5,98.1,97.5,"44,054"
2020-07-13,AZIZPIPES,99.4,97.5,97.5,98.1,"149,222"
2020-07-12,AZIZPIPES,99.5,97.5,97.5,97.5,"242,533"
2020-07-09,AZIZPIPES,97.5,97.5,97.5,97.5,"4,272"
2020-07-08,AZIZPIPES,97.5,97.5,97.5,97.5,"1,924"
2020-07-07,AZIZPIPES,97.5,97.5,97.5,97.5,80
2020-07-06,AZIZPIPES,97.5,97.5,97.5,97.5,1
2020-07-05,AZIZPIPES,97.5,97.5,97.5,97.5,"2,480"
2020-07-02,AZIZPIPES,97.5,97.5,97.5,97.5,222
2020-08-10,BANGAS,134.9,128.5,130,133.1,"155,876"
2020-08-09,BANGAS,129.5,123,123.9,127.8,"120,192"
2020-08-06,BANGAS,123,118.3,119,121,"57,442"
2020-08-05,BANGAS,124,118.1,122.3,119.6,"33,600"
2020-08-04,BANGAS,124.9,119.2,119.2,121.9,"85,943"
2020-08-03,BANGAS,119.4,117,117,118.5,"43,055"
2020-07-30,BANGAS,117.8,116.9,117,117.1,"36,338"
2020-07-29,BANGAS,117.9,116.9,117.4,117,"41,827"
2020-07-28,BANGAS,117.9,116.9,117.7,117.4,"36,490"
2020-07-27,BANGAS,119.3,116.9,119.3,117.7,"33,367"
2020-07-26,BANGAS,118,116.9,117.9,117.1,"27,772"
2020-07-23,BANGAS,118.4,116.9,117.1,117.1,"24,014"
2020-07-22,BANGAS,119.8,116.9,117,116.9,"33,556"
2020-07-21,BANGAS,118.2,116.9,117.4,116.9,"31,660"
2020-07-20,BANGAS,118,116.9,116.9,117.4,"25,622"
2020-07-19,BANGAS,117.9,116.9,117.9,116.9,"14,987"
2020-07-16,BANGAS,118.9,116.9,116.9,117.9,"20,103"
2020-07-15,BANGAS,118.2,116.9,117.6,116.9,"29,379"
2020-07-14,BANGAS,121,117,121,117.6,"38,184"
2020-07-13,BANGAS,125,119,124.9,119.5,"54,755"
2020-07-12,BANGAS,125,119.2,119.2,123.9,"65,901"
2020-07-09,BANGAS,121.9,116.9,116.9,119.2,"94,408"
2020-07-08,BANGAS,116.9,116.9,116.9,116.9,"20,796"
2020-07-07,BANGAS,116.9,116.9,116.9,116.9,"4,535"
2020-07-06,BANGAS,116.9,116.9,116.9,116.9,583
2020-07-05,BANGAS,116.9,116.9,116.9,116.9,133
2020-07-02,BANGAS,116.9,116.9,116.9,116.9,"5,870"
2020-08-10,BANKASIA,17,16.6,17,16.7,"243,100"
2020-08-09,BANKASIA,17.1,16.5,16.6,16.7,"261,033"
2020-08-06,BANKASIA,17,16.5,16.9,16.6,"38,705"
2020-08-05,BANKASIA,17.3,16.4,16.4,16.9,"136,095"
2020-08-04,BANKASIA,16.4,16.2,16.3,16.4,"32,156"
2020-08-03,BANKASIA,16.4,16.2,16.3,16.3,"10,970"
2020-07-30,BANKASIA,16.4,16.2,16.4,16.2,"79,083"
2020-07-29,BANKASIA,16.4,16.3,16.3,16.3,"8,785"
2020-07-28,BANKASIA,16.5,16.3,16.5,16.3,"17,972"
2020-07-27,BANKASIA,16.6,16.2,16.6,16.5,"32,887"
2020-07-26,BANKASIA,16.4,16.3,16.3,16.3,"31,375"
2020-07-23,BANKASIA,16.5,16.3,16.3,16.3,"34,098"
2020-07-22,BANKASIA,16.5,16.3,16.3,16.3,"41,151"
2020-07-21,BANKASIA,16.6,16.3,16.3,16.3,"32,205"
2020-07-20,BANKASIA,16.7,16.3,16.3,16.3,"13,280"
2020-07-19,BANKASIA,16.9,16.2,16.6,16.2,"547,191"
2020-07-16,BANKASIA,16.8,16.5,16.8,16.5,"149,451"
2020-07-15,BANKASIA,16.8,16.5,16.5,16.6,"70,531"
2020-07-14,BANKASIA,16.9,16.6,16.6,16.6,"108,770"
2020-07-13,BANKASIA,17,16.7,16.8,16.9,"27,760"
2020-07-12,BANKASIA,17,16.5,16.5,16.9,"45,346"
2020-07-09,BANKASIA,16.9,16.4,16.5,16.7,"111,171"
2020-07-08,BANKASIA,16.6,16.3,16.3,16.5,"31,103"
2020-07-07,BANKASIA,16.4,16.2,16.2,16.4,"87,060"
2020-07-06,BANKASIA,16.3,16.2,16.2,16.2,"87,017"
2020-07-05,BANKASIA,16.3,16.2,16.2,16.2,"22,602"
2020-07-02,BANKASIA,16.3,16.2,16.2,16.3,"45,179"
2020-08-10,BARKAPOWER,29.5,28.2,29.2,28.5,"2,172,867"
2020-08-09,BARKAPOWER,29.5,27.6,27.6,28.9,"2,594,231"
2020-08-06,BARKAPOWER,28.1,27,27.2,27.5,"1,018,244"
2020-08-05,BARKAPOWER,28,26.7,27.8,27.1,"964,772"
2020-08-04,BARKAPOWER,28.1,27.3,28,27.8,"1,485,587"
2020-08-03,BARKAPOWER,28.4,27.8,28.1,28,"1,247,521"
2020-07-30,BARKAPOWER,28,27.1,27.1,27.8,"1,434,237"
2020-07-29,BARKAPOWER,27.4,26.7,27,27.1,"1,517,518"
2020-07-28,BARKAPOWER,27.6,26.6,26.6,27.3,"3,664,578"
2020-07-27,BARKAPOWER,26.7,25.2,25.3,26.6,"2,714,302"
2020-07-26,BARKAPOWER,25.4,24.6,24.7,25.3,"1,450,001"
2020-07-23,BARKAPOWER,25,24.2,24.2,24.7,"1,789,597"
2020-07-22,BARKAPOWER,24.3,23.9,24.3,24.2,"864,498"
2020-07-21,BARKAPOWER,24.4,23.9,23.9,24.2,"1,085,087"
2020-07-20,BARKAPOWER,24.2,22.8,23,24,"1,416,621"
2020-07-19,BARKAPOWER,23.7,22.8,23.6,23.2,"935,629"
2020-07-16,BARKAPOWER,24,23.1,23.7,23.6,"1,489,630"
2020-07-15,BARKAPOWER,24.1,22.6,22.8,23.7,"1,733,543"
2020-07-14,BARKAPOWER,23.4,21.5,21.6,22.8,"2,432,137"
2020-07-13,BARKAPOWER,21.6,21.1,21.1,21.5,"885,535"
2020-07-12,BARKAPOWER,21.2,20.3,20.6,21.1,"691,130"
2020-07-09,BARKAPOWER,21.1,20.3,20.8,20.6,"574,444"
2020-07-08,BARKAPOWER,20.8,19.8,19.9,20.8,"985,120"
2020-07-07,BARKAPOWER,20,19.8,20,19.9,"145,666"
2020-07-06,BARKAPOWER,20,19.8,19.9,19.9,"166,855"
2020-07-05,BARKAPOWER,20.1,19.8,20.1,19.9,"223,114"
2020-07-02,BARKAPOWER,20.1,19.8,19.8,20,"491,142"
2020-08-10,BATASHOE,715,693.2,705,695.9,"3,327"
2020-08-09,BATASHOE,729.7,693.2,693.2,693.3,"13,133"
2020-08-06,BATASHOE,693.2,693.2,693.2,693.2,408
2020-08-05,BATASHOE,693.2,693.2,693.2,693.2,67
2020-08-04,BATASHOE,693.2,693.2,693.2,693.2,235
2020-08-03,BATASHOE,693.2,693.2,693.2,693.2,164
2020-07-30,BATASHOE,693.2,693.2,693.2,693.2,29
2020-07-29,BATASHOE,0,0,0,693.2,0
2020-07-28,BATASHOE,693.2,693.2,693.2,693.2,136
2020-07-27,BATASHOE,693.2,693.2,693.2,693.2,"1,283"
2020-07-26,BATASHOE,693.2,693.2,693.2,693.2,683
2020-07-23,BATASHOE,693.2,693.2,693.2,693.2,833
2020-07-22,BATASHOE,693.2,693.2,693.2,693.2,70
2020-07-21,BATASHOE,693.2,693.2,693.2,693.2,52
2020-07-20,BATASHOE,693.2,693.2,693.2,693.2,50
2020-07-19,BATASHOE,693.2,693.2,693.2,693.2,2
2020-07-16,BATASHOE,693.2,693.2,693.2,693.2,28
2020-07-15,BATASHOE,693.2,693.2,693.2,693.2,36
2020-07-14,BATASHOE,693.2,693.2,693.2,693.2,176
2020-07-13,BATASHOE,693.2,693.2,693.2,693.2,301
2020-07-12,BATASHOE,693.2,693.2,693.2,693.2,627
2020-07-09,BATASHOE,693.2,693.2,693.2,693.2,125
2020-07-08,BATASHOE,693.2,693.2,693.2,693.2,48
2020-07-07,BATASHOE,693.2,693.2,693.2,693.2,28
2020-07-06,BATASHOE,693.2,693.2,693.2,693.2,61
2020-07-05,BATASHOE,693.2,693.2,693.2,693.2,154
2020-07-02,BATASHOE,693.2,693.2,693.2,693.2,555
2020-08-10,BATBC,935,912.1,930,921.6,"314,288"
2020-08-09,BATBC,932,907.6,907.6,922.8,"451,516"
2020-08-06,BATBC,907.6,907.6,907.6,907.6,"43,229"
2020-08-05,BATBC,907.6,907.6,907.6,907.6,"43,312"
2020-08-04,BATBC,907.6,907.6,907.6,907.6,"78,901"
2020-08-03,BATBC,907.6,907.6,907.6,907.6,"44,381"
2020-07-30,BATBC,907.6,907.6,907.6,907.6,"51,333"
2020-07-29,BATBC,907.7,907.6,907.6,907.6,"90,183"
2020-07-28,BATBC,919,907.6,915,907.6,"138,206"
2020-07-27,BATBC,948.2,910.3,946,915,"128,663"
2020-07-26,BATBC,946.9,907.6,907.6,941.5,"176,079"
2020-07-23,BATBC,907.6,907.6,907.6,907.6,"19,774"
2020-07-22,BATBC,907.6,907.6,907.6,907.6,"2,262"
2020-07-21,BATBC,907.6,907.6,907.6,907.6,"4,918"
2020-07-20,BATBC,907.6,907.6,907.6,907.6,"1,263"
2020-07-19,BATBC,907.6,907.6,907.6,907.6,"1,491"
2020-07-16,BATBC,907.6,907.6,907.6,907.6,806
2020-07-15,BATBC,907.6,907.6,907.6,907.6,"7,213"
2020-07-14,BATBC,907.6,907.6,907.6,907.6,"3,109"
2020-07-13,BATBC,907.6,907.6,907.6,907.6,"9,859"
2020-07-12,BATBC,907.6,907.6,907.6,907.6,"28,444"
2020-07-09,BATBC,907.6,907.6,907.6,907.6,"32,001"
2020-07-08,BATBC,907.6,907.6,907.6,907.6,"3,931"
2020-07-07,BATBC,907.6,907.6,907.6,907.6,903
2020-07-06,BATBC,907.6,907.6,907.6,907.6,"1,379"
2020-07-05,BATBC,907.6,907.6,907.6,907.6,"1,016"
2020-07-02,BATBC,907.6,907.6,907.6,907.6,"13,696"
2020-08-10,BAYLEASING,12.6,11.6,12.6,11.8,"82,549"
2020-08-09,BAYLEASING,12.4,11.5,11.7,12.3,"166,872"
2020-08-06,BAYLEASING,11.8,11.3,11.8,11.4,"315,813"
2020-08-05,BAYLEASING,12.4,11.6,12,12,"164,114"
2020-08-04,BAYLEASING,11.5,11.1,11.3,11.5,"116,936"
2020-08-03,BAYLEASING,11.4,11.1,11.4,11.3,"38,456"
2020-07-30,BAYLEASING,11.6,11.1,11.1,11.3,"121,337"
2020-07-29,BAYLEASING,11.1,11.1,11.1,11.1,"14,002"
2020-07-28,BAYLEASING,11.1,11.1,11.1,11.1,"3,150"
2020-07-27,BAYLEASING,11.1,11.1,11.1,11.1,"1,450"
2020-07-26,BAYLEASING,11.1,11.1,11.1,11.1,"2,601"
2020-07-23,BAYLEASING,11.1,11.1,11.1,11.1,"2,701"
2020-07-22,BAYLEASING,11.3,11.1,11.1,11.1,"173,285"
2020-07-21,BAYLEASING,11.1,11.1,11.1,11.1,"133,928"
2020-07-20,BAYLEASING,11.1,11.1,11.1,11.1,200
2020-07-19,BAYLEASING,11.1,11.1,11.1,11.1,"5,800"
2020-07-16,BAYLEASING,0,0,0,11.1,0
2020-07-15,BAYLEASING,11.1,11.1,11.1,11.1,"6,665"
2020-07-14,BAYLEASING,11.1,11.1,11.1,11.1,550
2020-07-13,BAYLEASING,11.2,11.1,11.2,11.2,"17,702"
2020-07-12,BAYLEASING,11.5,11.1,11.1,11.2,"43,162"
2020-07-09,BAYLEASING,11.2,11.1,11.1,11.1,"34,526"
2020-07-08,BAYLEASING,11.1,11.1,11.1,11.1,"30,500"
2020-07-07,BAYLEASING,11.1,11.1,11.1,11.1,150
2020-07-06,BAYLEASING,11.1,11.1,11.1,11.1,"5,750"
2020-07-05,BAYLEASING,11.1,11.1,11.1,11.1,"1,250"
2020-07-02,BAYLEASING,11.1,11.1,11.1,11.1,800
2020-08-10,BBS,17.7,17.1,17.6,17.2,"383,878"
2020-08-09,BBS,17.8,17,17,17.6,"566,772"
2020-08-06,BBS,17.3,16.2,16.3,16.9,"517,173"
2020-08-05,BBS,17,16.3,17,16.3,"349,772"
2020-08-04,BBS,17.1,16.5,17,16.9,"494,319"
2020-08-03,BBS,17.1,16.4,16.5,16.7,"439,757"
2020-07-30,BBS,16.6,16.2,16.2,16.5,"409,338"
2020-07-29,BBS,16.2,16.2,16.2,16.2,"38,145"
2020-07-28,BBS,16.2,16.2,16.2,16.2,"107,340"
2020-07-27,BBS,16.2,16.2,16.2,16.2,"13,612"
2020-07-26,BBS,16.2,16.2,16.2,16.2,"6,180"
2020-07-23,BBS,16.2,16.2,16.2,16.2,"3,160"
2020-07-22,BBS,16.2,16.2,16.2,16.2,"6,480"
2020-07-21,BBS,16.2,16.2,16.2,16.2,"4,800"
2020-07-20,BBS,16.2,16.2,16.2,16.2,"1,725"
2020-07-19,BBS,16.2,16.2,16.2,16.2,"11,501"
2020-07-16,BBS,16.2,16.2,16.2,16.2,600
2020-07-15,BBS,16.2,16.2,16.2,16.2,"2,462"
2020-07-14,BBS,16.4,16.2,16.2,16.2,"38,314"
2020-07-13,BBS,16.7,16.2,16.2,16.2,"394,778"
2020-07-12,BBS,16.2,16.2,16.2,16.2,"50,122"
2020-07-09,BBS,16.2,16.2,16.2,16.2,"14,658"
2020-07-08,BBS,16.2,16.2,16.2,16.2,"1,064"
2020-07-07,BBS,16.2,16.2,16.2,16.2,10
2020-07-06,BBS,16.2,16.2,16.2,16.2,40
2020-07-05,BBS,0,0,0,16.2,0
2020-07-02,BBS,16.2,16.2,16.2,16.2,"2,103"
2020-08-10,BBSCABLES,63.5,60,62.8,60.9,"1,042,995"
2020-08-09,BBSCABLES,64,61.5,61.5,62.7,"915,189"
2020-08-06,BBSCABLES,61.5,59.6,60.5,60.7,"680,209"
2020-08-05,BBSCABLES,62.4,60,61.8,60.5,"664,993"
2020-08-04,BBSCABLES,62.5,58.9,59,61.8,"1,451,687"
2020-08-03,BBSCABLES,59.2,56.8,56.8,58.9,"785,027"
2020-07-30,BBSCABLES,57.8,56.8,57.8,57.1,"488,907"
2020-07-29,BBSCABLES,58,57,57.7,57.8,"707,925"
2020-07-28,BBSCABLES,57.8,55.2,55.7,57.2,"907,116"
2020-07-27,BBSCABLES,56.2,55,55.2,55.7,"249,022"
2020-07-26,BBSCABLES,55.6,54.8,55,55.2,"212,355"
2020-07-23,BBSCABLES,55.8,54.9,55.4,55.2,"211,084"
2020-07-22,BBSCABLES,56.8,55.1,55.7,55.5,"291,894"
2020-07-21,BBSCABLES,56.9,55.3,56,55.7,"486,103"
2020-07-20,BBSCABLES,56,54.6,54.6,55.5,"251,400"
2020-07-19,BBSCABLES,54.6,54.6,54.6,54.6,"26,014"
2020-07-16,BBSCABLES,54.8,54.6,54.8,54.6,"108,986"
2020-07-15,BBSCABLES,55.4,54.6,55,54.8,"213,464"
2020-07-14,BBSCABLES,57,54.8,57,55,"368,520"
2020-07-13,BBSCABLES,58.5,56.2,57.7,57.1,"318,156"
2020-07-12,BBSCABLES,57.9,54.6,54.6,57.2,"742,846"
2020-07-09,BBSCABLES,54.6,54.6,54.6,54.6,"30,953"
2020-07-08,BBSCABLES,54.6,54.6,54.6,54.6,"8,505"
2020-07-07,BBSCABLES,54.6,54.6,54.6,54.6,"4,746"
2020-07-06,BBSCABLES,54.6,54.6,54.6,54.6,235
2020-07-05,BBSCABLES,54.6,54.6,54.6,54.6,650
2020-07-02,BBSCABLES,54.6,54.6,54.6,54.6,"2,855"
2020-08-10,BDAUTOCA,159,151.6,153.5,156,"131,191"
2020-08-09,BDAUTOCA,153.1,149.5,151,152.5,"96,517"
2020-08-06,BDAUTOCA,150.5,147.3,149.5,148.5,"83,804"
2020-08-05,BDAUTOCA,151.8,147.4,150,147.6,"37,291"
2020-08-04,BDAUTOCA,151.9,147.5,147.5,149.9,"54,855"
2020-08-03,BDAUTOCA,149.1,147.3,147.3,147.5,"57,933"
2020-07-30,BDAUTOCA,148.8,147.3,147.5,147.5,"39,202"
2020-07-29,BDAUTOCA,149,147.3,147.8,147.4,"62,316"
2020-07-28,BDAUTOCA,150.1,147.3,149.4,147.6,"47,666"
2020-07-27,BDAUTOCA,152.9,148.5,151.9,149.3,"32,384"
2020-07-26,BDAUTOCA,151.5,148.2,148.3,150.6,"45,559"
2020-07-23,BDAUTOCA,148.6,147.3,147.8,147.5,"39,403"
2020-07-22,BDAUTOCA,151.3,147.3,150.5,147.6,"37,975"
2020-07-21,BDAUTOCA,152,147.3,148.2,148.3,"61,206"
2020-07-20,BDAUTOCA,149.7,147.3,147.3,147.6,"28,140"
2020-07-19,BDAUTOCA,152.8,147.3,151,147.3,"58,374"
2020-07-16,BDAUTOCA,154.3,149,154.1,150,"42,278"
2020-07-15,BDAUTOCA,155,148.2,152.4,154.1,"43,694"
2020-07-14,BDAUTOCA,157.8,147.3,154,148.4,"60,063"
2020-07-13,BDAUTOCA,162.8,152,160,154.3,"86,993"
2020-07-12,BDAUTOCA,162.6,148.8,152.4,158.3,"130,660"
2020-07-09,BDAUTOCA,151.6,147.3,147.3,147.9,"58,476"
2020-07-08,BDAUTOCA,147.3,147.3,147.3,147.3,"1,413"
2020-07-07,BDAUTOCA,147.3,147.3,147.3,147.3,336
2020-07-06,BDAUTOCA,147.3,147.3,147.3,147.3,132
2020-07-05,BDAUTOCA,147.3,147.3,147.3,147.3,900
2020-07-02,BDAUTOCA,147.3,147.3,147.3,147.3,"3,275"
2020-08-10,BDCOM,22,21,21.9,21.2,"397,814"
2020-08-09,BDCOM,22.2,21.5,21.8,21.7,"924,164"
2020-08-06,BDCOM,22.7,21.3,22.7,21.5,"766,020"
2020-08-05,BDCOM,22.5,21.3,21.6,22.2,"1,531,471"
2020-08-04,BDCOM,21.9,20.4,21.9,21.5,"1,002,718"
2020-08-03,BDCOM,22,20.6,20.7,21.5,"1,261,884"
2020-07-30,BDCOM,20.7,19.2,19.7,20.6,"1,405,595"
2020-07-29,BDCOM,19.9,18.4,18.4,19.6,"1,195,251"
2020-07-28,BDCOM,18.6,17.7,17.7,18.3,"1,211,019"
2020-07-27,BDCOM,18.2,17.5,18.2,17.7,"488,060"
2020-07-26,BDCOM,18.3,17.2,17.3,18,"471,066"
2020-07-23,BDCOM,17.5,17.1,17.4,17.3,"218,169"
2020-07-22,BDCOM,17.7,17.4,17.5,17.4,"398,670"
2020-07-21,BDCOM,17.5,17,17,17.3,"544,191"
2020-07-20,BDCOM,17,17,17,17,"23,161"
2020-07-19,BDCOM,17,17,17,17,"49,004"
2020-07-16,BDCOM,17,17,17,17,"35,208"
2020-07-15,BDCOM,17.1,17,17,17,"115,113"
2020-07-14,BDCOM,17.2,17,17,17,"82,045"
2020-07-13,BDCOM,17.6,17.1,17.5,17.2,"103,971"
2020-07-12,BDCOM,17.5,17.2,17.4,17.4,"148,614"
2020-07-09,BDCOM,17.5,17,17,17.2,"256,513"
2020-07-08,BDCOM,17,17,17,17,"125,634"
2020-07-07,BDCOM,17,17,17,17,"1,200"
2020-07-06,BDCOM,17,17,17,17,"41,400"
2020-07-05,BDCOM,17,17,17,17,"7,800"
2020-07-02,BDCOM,0,0,0,17,0
2020-08-10,BDFINANCE,9.1,8.4,9.1,8.5,"908,406"
2020-08-09,BDFINANCE,9.2,8.7,8.8,9.1,"1,086,781"
2020-08-06,BDFINANCE,8.9,8.3,8.9,8.6,"1,118,283"
2020-08-05,BDFINANCE,9.1,8.7,8.7,8.8,"1,374,080"
2020-08-04,BDFINANCE,8.8,8.1,8.1,8.7,"1,127,145"
2020-08-03,BDFINANCE,8.2,7.9,7.9,8.1,"512,510"
2020-07-30,BDFINANCE,8.1,7.9,7.9,7.9,"715,117"
2020-07-29,BDFINANCE,7.9,7.9,7.9,7.9,"89,859"
2020-07-28,BDFINANCE,7.9,7.9,7.9,7.9,"215,675"
2020-07-27,BDFINANCE,7.9,7.9,7.9,7.9,"92,960"
2020-07-26,BDFINANCE,7.9,7.9,7.9,7.9,"37,433"
2020-07-23,BDFINANCE,7.9,7.9,7.9,7.9,"18,400"
2020-07-22,BDFINANCE,8.1,7.9,8,7.9,"329,960"
2020-07-21,BDFINANCE,8,7.9,7.9,8,"597,632"
2020-07-20,BDFINANCE,7.9,7.9,7.9,7.9,"1,250"
2020-07-19,BDFINANCE,0,0,0,7.9,0
2020-07-16,BDFINANCE,7.9,7.9,7.9,7.9,"2,010"
2020-07-15,BDFINANCE,7.9,7.9,7.9,7.9,733
2020-07-14,BDFINANCE,7.9,7.9,7.9,7.9,900
2020-07-13,BDFINANCE,7.9,7.9,7.9,7.9,"3,001"
2020-07-12,BDFINANCE,7.9,7.9,7.9,7.9,"3,761"
2020-07-09,BDFINANCE,7.9,7.9,7.9,7.9,"3,900"
2020-07-08,BDFINANCE,7.9,7.9,7.9,7.9,"10,100"
2020-07-07,BDFINANCE,7.9,7.9,7.9,7.9,100
2020-07-06,BDFINANCE,7.9,7.9,7.9,7.9,50
2020-07-05,BDFINANCE,7.9,7.9,7.9,7.9,"1,400"
2020-07-02,BDFINANCE,7.9,7.9,7.9,7.9,10
2020-08-10,BDLAMPS,127.5,120.2,120.2,125.8,"38,009"
2020-08-09,BDLAMPS,123.8,115.5,115.5,120,"38,089"
2020-08-06,BDLAMPS,117,114,114,115.3,"6,048"
2020-08-05,BDLAMPS,116.2,113.3,115.1,113.7,"14,627"
2020-08-04,BDLAMPS,118.5,115.3,116,116.1,"10,737"
2020-08-03,BDLAMPS,117.3,115.1,117.3,116.3,"15,366"
2020-07-30,BDLAMPS,119,115,115.1,117.3,"9,881"
2020-07-29,BDLAMPS,118,114.4,118,116.4,"8,879"
2020-07-28,BDLAMPS,116,113.5,114,115.4,"13,566"
2020-07-27,BDLAMPS,116.9,113.2,116,113.3,"7,308"
2020-07-26,BDLAMPS,122,115.1,117.8,115.6,"13,858"
2020-07-23,BDLAMPS,120,112.7,112.9,117.4,"41,346"
2020-07-22,BDLAMPS,116.5,112.7,112.7,112.7,"5,023"
2020-07-21,BDLAMPS,114,112.7,112.7,112.7,"9,301"
2020-07-20,BDLAMPS,112.7,112.7,112.7,112.7,902
2020-07-19,BDLAMPS,112.7,112.7,112.7,112.7,"1,365"
2020-07-16,BDLAMPS,112.7,112.7,112.7,112.7,"1,227"
2020-07-15,BDLAMPS,112.8,112.7,112.7,112.7,"2,924"
2020-07-14,BDLAMPS,114.9,112.7,114,112.7,"7,061"
2020-07-13,BDLAMPS,114.3,112.7,113.7,112.7,"7,756"
2020-07-12,BDLAMPS,117,112.9,112.9,116.5,"12,013"
2020-07-09,BDLAMPS,123.9,112.7,112.7,112.7,"18,584"
2020-07-08,BDLAMPS,112.7,112.7,112.7,112.7,"1,830"
2020-07-07,BDLAMPS,112.7,112.7,112.7,112.7,18
2020-07-06,BDLAMPS,112.7,112.7,112.7,112.7,"2,412"
2020-07-05,BDLAMPS,112.7,112.7,112.7,112.7,"9,540"
2020-07-02,BDLAMPS,112.7,112.7,112.7,112.7,1
2020-08-10,BDSERVICE,0,0,0,5.2,0
2020-08-09,BDSERVICE,0,0,0,5.2,0
2020-08-06,BDSERVICE,0,0,0,5.2,0
2020-08-05,BDSERVICE,0,0,0,5.2,0
2020-08-04,BDSERVICE,0,0,0,5.2,0
2020-08-03,BDSERVICE,0,0,0,5.2,0
2020-07-30,BDSERVICE,0,0,0,5.2,0
2020-07-29,BDSERVICE,0,0,0,5.2,0
2020-07-28,BDSERVICE,0,0,0,5.2,0
2020-07-27,BDSERVICE,0,0,0,5.2,0
2020-07-26,BDSERVICE,0,0,0,5.2,0
2020-07-23,BDSERVICE,0,0,0,5.2,0
2020-07-22,BDSERVICE,0,0,0,5.2,0
2020-07-21,BDSERVICE,0,0,0,5.2,0
2020-07-20,BDSERVICE,0,0,0,5.2,0
2020-07-19,BDSERVICE,0,0,0,5.2,0
2020-07-16,BDSERVICE,0,0,0,5.2,0
2020-07-15,BDSERVICE,0,0,0,5.2,0
2020-07-14,BDSERVICE,0,0,0,5.2,0
2020-07-13,BDSERVICE,0,0,0,5.2,0
2020-07-12,BDSERVICE,0,0,0,5.2,0
2020-07-09,BDSERVICE,0,0,0,5.2,0
2020-07-08,BDSERVICE,0,0,0,5.2,0
2020-07-07,BDSERVICE,0,0,0,5.2,0
2020-07-06,BDSERVICE,0,0,0,5.2,0
2020-07-05,BDSERVICE,0,0,0,5.2,0
2020-07-02,BDSERVICE,0,0,0,5.2,0
2020-08-10,BDTHAI,12.3,11.5,11.5,12.3,"611,728"
2020-08-09,BDTHAI,11.2,10.3,10.5,11.2,"425,225"
2020-08-06,BDTHAI,10.3,10,10,10.2,"100,865"
2020-08-05,BDTHAI,10.3,10,10.2,10,"334,593"
2020-08-04,BDTHAI,10.6,10.1,10.6,10.2,"262,778"
2020-08-03,BDTHAI,11,10,10,10.6,"538,363"
2020-07-30,BDTHAI,10,10,10,10,"47,939"
2020-07-29,BDTHAI,10,10,10,10,"1,002"
2020-07-28,BDTHAI,10,10,10,10,"1,675"
2020-07-27,BDTHAI,10,10,10,10,"6,410"
2020-07-26,BDTHAI,10,10,10,10,"1,015"
2020-07-23,BDTHAI,10,10,10,10,"2,350"
2020-07-22,BDTHAI,0,0,0,10,0
2020-07-21,BDTHAI,10,10,10,10,100
2020-07-20,BDTHAI,0,0,0,10,0
2020-07-19,BDTHAI,10,10,10,10,10
2020-07-16,BDTHAI,0,0,0,10,0
2020-07-15,BDTHAI,10,10,10,10,"4,229"
2020-07-14,BDTHAI,10,10,10,10,"3,400"
2020-07-13,BDTHAI,10,10,10,10,"4,690"
2020-07-12,BDTHAI,10,10,10,10,"5,672"
2020-07-09,BDTHAI,10,10,10,10,350
2020-07-08,BDTHAI,10,10,10,10,15
2020-07-07,BDTHAI,0,0,0,10,0
2020-07-06,BDTHAI,0,0,0,10,0
2020-07-05,BDTHAI,10,10,10,10,200
2020-07-02,BDTHAI,0,0,0,10,0
2020-08-10,BDWELDING,22.9,20,21.1,22.2,"1,372,084"
2020-08-09,BDWELDING,21.3,20.4,21,20.9,"342,448"
2020-08-06,BDWELDING,22.1,19.8,21.7,21,"511,658"
2020-08-05,BDWELDING,22.9,21,22,21.7,"530,853"
2020-08-04,BDWELDING,22.9,20.2,22.9,22,"1,067,024"
2020-08-03,BDWELDING,20.9,20.4,20.4,20.9,"160,109"
2020-07-30,BDWELDING,19.1,17.2,17.2,19,"613,527"
2020-07-29,BDWELDING,17.4,16.8,17.3,17.4,"187,981"
2020-07-28,BDWELDING,17.1,15.5,15.5,16.8,"98,384"
2020-07-27,BDWELDING,15.8,15.1,15.1,15.8,"35,507"
2020-07-26,BDWELDING,15.9,15.3,15.7,15.5,"18,783"
2020-07-23,BDWELDING,15.8,15,15.8,15.7,"36,451"
2020-07-22,BDWELDING,15.3,14.5,15,14.8,"19,127"
2020-07-21,BDWELDING,14.7,14.5,14.7,14.6,"6,422"
2020-07-20,BDWELDING,15.4,14.4,15,14.6,"36,628"
2020-07-19,BDWELDING,15.7,14.5,15,14.9,"28,487"
2020-07-16,BDWELDING,15.6,14.9,15.2,15,"42,285"
